address,accountid,updated
Middle East and North Africa,640671861,8/16/2012
Central America and the Caribbean,497087848,7/20/2012
Asia,141206777,5/26/2012
Sub-Saharan Africa,216827476,09-06-2011
Middle East and North Africa,988061273,12/28/2010
Sub-Saharan Africa,989331996,8/16/2015
Sub-Saharan Africa,175375974,10/28/2016
Middle East and North Africa,371242034,12-06-2010
Sub-Saharan Africa,322291505,02-11-2010
Australia and Oceania,644198215,6/29/2016
Europe,672948491,7/31/2010
Europe,714841163,4/13/2015
Sub-Saharan Africa,696487557,2/27/2017
Sub-Saharan Africa,614811503,10-03-2014
Asia,987049329,7/23/2015
Australia and Oceania,600749862,08-07-2016
Australia and Oceania,563774430,2/24/2016
Europe,254296863,01-02-2017
Sub-Saharan Africa,470803487,12-06-2015
Asia,282093131,1/26/2014
Asia,177277123,12/21/2013
Central America and the Caribbean,715779292,2/17/2015
Europe,277335965,12/31/2010
Middle East and North Africa,911995971,7/28/2014
North America,690120637,5/16/2017
Europe,452383792,11/16/2015
Europe,659771764,02-02-2015
Australia and Oceania,943583381,04-11-2017
Sub-Saharan Africa,555429971,8/28/2010
North America,617235362,02-10-2011
Europe,971235883,07-02-2012
Europe,629980361,1/23/2014
Sub-Saharan Africa,926330125,11-07-2015
Middle East and North Africa,563459002,01-09-2015
Sub-Saharan Africa,564853322,2/16/2010
Europe,224311912,10/26/2011
Sub-Saharan Africa,255946099,12/26/2016
Sub-Saharan Africa,544179713,12-01-2011
Sub-Saharan Africa,593749082,7/27/2014
Sub-Saharan Africa,879703032,4/14/2017
Europe,597402894,5/16/2013
Sub-Saharan Africa,812522494,04-01-2016
Australia and Oceania,411048161,04-08-2010
Europe,149278724,8/18/2014
Europe,403825509,11/25/2011
Sub-Saharan Africa,721612346,03-08-2012
Central America and the Caribbean,269875562,5/30/2011
Central America and the Caribbean,986163985,9/26/2010
Asia,828338944,11/14/2011
Sub-Saharan Africa,524574267,1/15/2014
Middle East and North Africa,423356282,7/31/2017
Central America and the Caribbean,943483817,6/28/2012
Australia and Oceania,324068200,6/18/2012
Europe,474533259,7/23/2013
Middle East and North Africa,224615323,07-11-2012
Asia,274363219,6/30/2011
Europe,944138276,2/16/2013
Asia,824614322,8/15/2017
Sub-Saharan Africa,826777684,2/17/2011
Asia,131927192,10-08-2014
Sub-Saharan Africa,241674172,1/13/2013
Asia,927942454,5/26/2010
Sub-Saharan Africa,682968366,04-11-2012
Europe,769300734,11/30/2013
Europe,269800889,8/23/2011
Asia,137642657,11/30/2013
Middle East and North Africa,946312367,7/26/2015
Asia,639608848,12/15/2015
Sub-Saharan Africa,381643426,7/19/2015
Middle East and North Africa,506839931,3/15/2012
Central America and the Caribbean,969934689,6/13/2012
Sub-Saharan Africa,895976531,05-07-2012
Europe,830326783,8/19/2016
Asia,488659274,4/13/2012
Europe,106960332,09-01-2017
Sub-Saharan Africa,891528785,04-06-2010
Sub-Saharan Africa,968975961,3/19/2014
Sub-Saharan Africa,336225688,6/20/2013
Sub-Saharan Africa,410514295,02-10-2015
Central America and the Caribbean,879390609,4/19/2016
Australia and Oceania,150715959,03-01-2015
Middle East and North Africa,302664172,10/16/2014
Central America and the Caribbean,333721578,8/28/2011
Europe,212687003,8/17/2014
Europe,428671777,02-03-2011
Europe,641099727,11-04-2015
Sub-Saharan Africa,129707181,05-03-2014
Asia,944542968,04-09-2012
Sub-Saharan Africa,255968415,6/16/2016
Sub-Saharan Africa,704657351,8/28/2015
Middle East and North Africa,951596105,9/28/2014
Europe,628083503,02-12-2016
Europe,785730874,7/23/2015
Australia and Oceania,746462047,09-06-2013
Sub-Saharan Africa,352513349,03-11-2012
Europe,416433608,1/16/2010
Central America and the Caribbean,471084153,01-03-2015
Middle East and North Africa,119638812,8/31/2016
Europe,385583913,7/26/2013
Asia,562718284,5/14/2016
Sub-Saharan Africa,465153253,04-01-2014
Sub-Saharan Africa,877312648,6/25/2016
Asia,403932797,6/21/2010
Sub-Saharan Africa,420062530,5/28/2011
Europe,121063172,08-05-2012
Europe,572608554,4/24/2012
Europe,660685002,6/30/2017
Europe,241591346,4/26/2017
Sub-Saharan Africa,591938912,10/19/2016
Europe,358651530,1/13/2011
Sub-Saharan Africa,508965528,3/27/2011
Sub-Saharan Africa,280429732,7/27/2010
Central America and the Caribbean,330905473,01-09-2011
Australia and Oceania,488566577,12/18/2011
Central America and the Caribbean,201899373,06-11-2013
Central America and the Caribbean,789702689,4/28/2013
Sub-Saharan Africa,491087853,06-07-2017
Sub-Saharan Africa,315478694,5/30/2014
Europe,892611539,2/21/2016
Europe,222535216,1/15/2017
Middle East and North Africa,425611054,6/27/2012
Australia and Oceania,992512881,7/17/2017
Middle East and North Africa,134227025,12-03-2010
Middle East and North Africa,632052314,9/27/2013
Asia,387600076,07-04-2010
Asia,972794139,3/31/2013
Sub-Saharan Africa,879870831,02-08-2012
Sub-Saharan Africa,471378982,03-03-2010
Sub-Saharan Africa,630179917,12-07-2010
Central America and the Caribbean,509447467,11-01-2015
Europe,682667958,7/27/2011
Europe,893640220,1/25/2013
Central America and the Caribbean,506475579,1/30/2013
Sub-Saharan Africa,755597865,1/17/2017
Europe,695743405,3/13/2016
Europe,351961028,4/25/2014
Middle East and North Africa,269612061,2/18/2016
Middle East and North Africa,164370334,3/13/2016
Europe,272222173,08-06-2017
Middle East and North Africa,899466407,02-02-2013
Sub-Saharan Africa,172714364,10/25/2011
Asia,788889873,08-05-2012
Central America and the Caribbean,565229260,1/27/2015
Middle East and North Africa,989281356,04-08-2016
Australia and Oceania,468907487,9/24/2014
Asia,182281482,12/27/2012
Europe,927889668,07-06-2015
Asia,874530875,9/26/2015
Asia,511316430,05-04-2016
Middle East and North Africa,397670161,10/30/2016
Europe,713328397,07-06-2010
Sub-Saharan Africa,808339965,07-10-2010
Europe,553066194,02-03-2016
Europe,788180911,9/18/2015
Asia,174670445,10/22/2014
Middle East and North Africa,143833625,5/13/2015
Europe,847281777,2/28/2013
Europe,706938731,8/30/2016
Europe,465040814,4/17/2012
Europe,934136855,01-03-2014
Europe,747088181,7/28/2014
Middle East and North Africa,407068622,4/15/2011
Asia,937564504,06-02-2017
Sub-Saharan Africa,732374656,10-04-2013
Asia,505610406,1/22/2012
Asia,141695582,11/22/2013
Europe,945366513,05-11-2014
Australia and Oceania,691672027,07-05-2013
Sub-Saharan Africa,375973451,3/25/2012
Middle East and North Africa,163944613,05-12-2016
Asia,741571843,2/15/2010
Middle East and North Africa,165153968,11-07-2012
North America,611302316,7/17/2014
Asia,726940715,06-10-2010
Asia,579305493,05-02-2011
Asia,305945479,10/25/2010
Middle East and North Africa,564722001,11-12-2010
Europe,283808887,06-09-2010
Asia,711692464,7/28/2017
Sub-Saharan Africa,467171561,7/26/2014
Sub-Saharan Africa,489357507,3/31/2015
Asia,887674129,09-02-2015
Europe,491857755,08-04-2012
Sub-Saharan Africa,901957213,7/27/2015
Middle East and North Africa,638333833,04-05-2012
Sub-Saharan Africa,991661441,4/20/2010
Central America and the Caribbean,172926366,2/14/2011
Europe,963427436,04-07-2013
Europe,364775979,12/16/2015
Asia,848895823,07-03-2016
Sub-Saharan Africa,908023297,6/24/2012
Middle East and North Africa,904707229,5/29/2014
Asia,821808946,10-10-2010
Middle East and North Africa,712502276,08-04-2010
Central America and the Caribbean,250273549,09-11-2015
Central America and the Caribbean,978921592,9/24/2010
Europe,462557733,01-12-2011
Europe,835605800,08-04-2014
Europe,252802121,10/15/2012
Australia and Oceania,539195525,09-11-2016
Sub-Saharan Africa,440147340,1/17/2016
Europe,571331393,12/13/2012
Europe,268734014,5/13/2010
Central America and the Caribbean,738654029,6/19/2016
Asia,107702767,5/28/2017
Europe,172804057,2/20/2012
Europe,551194226,6/13/2015
Asia,930422103,12-06-2016
Asia,618349015,9/17/2014
Sub-Saharan Africa,793148791,9/28/2011
North America,453307759,1/24/2012
Central America and the Caribbean,467624747,04-03-2017
Central America and the Caribbean,425211083,06-05-2014
Middle East and North Africa,885490596,10/17/2010
Middle East and North Africa,228199613,10/23/2014
Sub-Saharan Africa,503386962,11/23/2016
Sub-Saharan Africa,681413972,2/22/2016
Sub-Saharan Africa,702954471,6/16/2016
Sub-Saharan Africa,128994786,4/15/2015
Sub-Saharan Africa,390833747,01-09-2015
Europe,740082681,4/26/2011
Asia,498665416,8/16/2012
Australia and Oceania,408818280,10/20/2012
Europe,383090102,12/13/2010
Europe,854342210,09-09-2014
Europe,525748431,10-01-2013
Sub-Saharan Africa,420795094,04-02-2014
Sub-Saharan Africa,733281028,7/24/2011
Europe,377317559,4/14/2010
Middle East and North Africa,137328517,9/16/2011
Asia,418050229,3/22/2011
Middle East and North Africa,794531524,03-01-2016
Australia and Oceania,462133729,06-02-2012
Australia and Oceania,486530673,5/24/2013
Sub-Saharan Africa,653708684,9/28/2010
Middle East and North Africa,819966590,5/13/2016
Middle East and North Africa,461915719,10/31/2012
Australia and Oceania,926479899,04-04-2010
Europe,480895459,2/15/2012
Europe,162711226,08-12-2011
Sub-Saharan Africa,629788529,12/25/2010
Sub-Saharan Africa,810301196,11/24/2016
Sub-Saharan Africa,152735555,5/28/2014
Sub-Saharan Africa,875890433,5/13/2016
Australia and Oceania,318877160,08-10-2013
North America,391119563,6/25/2017
Sub-Saharan Africa,822353971,03-02-2017
Asia,512629210,07-04-2014
Middle East and North Africa,682306611,06-12-2012
Australia and Oceania,822060000,03-09-2011
Asia,942875707,11/16/2011
Central America and the Caribbean,226052558,3/15/2013
Sub-Saharan Africa,173201882,5/22/2014
Middle East and North Africa,556247508,08-08-2012
Australia and Oceania,767425763,04-08-2013
Sub-Saharan Africa,269285476,6/27/2011
Europe,844687974,03-03-2011
Sub-Saharan Africa,746807086,05-01-2013
Australia and Oceania,549129140,10/19/2012
Australia and Oceania,895452964,5/20/2016
Middle East and North Africa,249889886,02-07-2017
Middle East and North Africa,746863734,10/28/2012
Europe,541110837,5/13/2017
Central America and the Caribbean,557680022,12-02-2011
Sub-Saharan Africa,441932618,5/14/2016
Sub-Saharan Africa,809542453,02-12-2010
Sub-Saharan Africa,996495854,04-04-2011
Asia,409091651,09-07-2012
Middle East and North Africa,773941171,12/23/2015
Sub-Saharan Africa,287968242,3/25/2012
Europe,368409192,5/16/2016
Sub-Saharan Africa,702812850,4/16/2010
Middle East and North Africa,599040544,02-07-2015
Sub-Saharan Africa,335266101,11/26/2010
Central America and the Caribbean,709975850,11/17/2016
Middle East and North Africa,791968619,10-03-2011
Middle East and North Africa,170355737,1/23/2013
Middle East and North Africa,304561030,11/18/2012
Australia and Oceania,474320828,12/14/2011
Sub-Saharan Africa,929683959,02-09-2016
Europe,641011750,08-08-2016
Europe,448978030,6/24/2017
Sub-Saharan Africa,814569127,4/26/2016
Sub-Saharan Africa,469083869,3/28/2015
Europe,464133584,08-05-2017
Central America and the Caribbean,121642100,7/27/2016
Central America and the Caribbean,183845746,11/14/2013
Europe,563293349,11/17/2015
Europe,792846238,3/21/2015
Central America and the Caribbean,475678241,11/26/2016
Sub-Saharan Africa,635275685,6/29/2011
Central America and the Caribbean,565437400,6/27/2017
Sub-Saharan Africa,980274713,6/29/2016
Europe,864211452,1/30/2010
North America,621983945,1/27/2016
Europe,728641021,8/30/2011
Middle East and North Africa,379544007,01-07-2013
Sub-Saharan Africa,640366733,11-01-2010
Europe,397095525,11/29/2011
Europe,406029212,12/31/2012
Asia,143779122,09-06-2011
Sub-Saharan Africa,957269084,6/26/2010
Sub-Saharan Africa,213735425,03-10-2013
Sub-Saharan Africa,750726974,12/17/2012
Europe,526105058,8/26/2011
Middle East and North Africa,268043506,05-02-2016
Europe,325028645,10/14/2011
Australia and Oceania,215859305,12/31/2010
Asia,879646813,07-09-2012
Asia,625814998,2/19/2012
Asia,984100186,7/31/2014
Central America and the Caribbean,854551208,12/29/2013
Europe,557529389,03-08-2013
Asia,483708560,8/15/2012
Europe,644075047,03-07-2013
Australia and Oceania,219927680,7/20/2013
Europe,712877786,5/16/2013
Europe,994849193,10/28/2016
Asia,458078229,6/21/2014
Europe,365113723,09-09-2016
Sub-Saharan Africa,698817002,12/22/2011
Central America and the Caribbean,612361896,8/15/2016
Europe,679234731,4/27/2010
Europe,643234336,01-05-2015
Asia,768472039,01-07-2016
Australia and Oceania,489371669,05-02-2011
Europe,660669553,12-01-2014
Europe,407414519,04-06-2015
North America,274967896,3/29/2017
Asia,879003512,5/29/2015
Australia and Oceania,655507695,7/24/2012
Sub-Saharan Africa,810779273,01-11-2017
North America,371429574,12/15/2014
Middle East and North Africa,234382426,9/25/2012
Europe,916874158,2/21/2010
Sub-Saharan Africa,306453597,12-01-2011
Europe,410982072,1/18/2016
Sub-Saharan Africa,608633410,6/23/2010
Sub-Saharan Africa,797893941,7/15/2014
Australia and Oceania,947562491,3/28/2014
Sub-Saharan Africa,646750390,02-12-2012
Middle East and North Africa,454881465,5/20/2015
Sub-Saharan Africa,551692044,3/19/2017
Sub-Saharan Africa,287230956,9/27/2015
Australia and Oceania,431859529,8/13/2017
Australia and Oceania,926251590,6/24/2011
Sub-Saharan Africa,431393468,03-09-2010
Europe,378583991,11-11-2015
Europe,919434487,9/18/2016
Europe,475868785,6/30/2013
Europe,690123212,05-07-2015
Central America and the Caribbean,574746596,10/13/2013
Europe,562600266,4/19/2016
Sub-Saharan Africa,256858050,10-06-2012
Central America and the Caribbean,681006276,9/20/2016
Central America and the Caribbean,228843772,04-02-2016
Middle East and North Africa,514481866,09-06-2015
Sub-Saharan Africa,522344386,7/29/2016
Asia,657167661,11/25/2013
Sub-Saharan Africa,494000518,4/14/2015
Central America and the Caribbean,128204286,03-03-2014
Central America and the Caribbean,625452792,04-05-2016
Middle East and North Africa,871732366,6/28/2013
Europe,723341834,6/24/2017
Sub-Saharan Africa,556892526,12-08-2010
Sub-Saharan Africa,819308269,04-06-2011
Europe,677825391,10/21/2014
Asia,269992721,9/21/2014
Middle East and North Africa,253671586,11/14/2012
Sub-Saharan Africa,457035815,03-09-2016
Australia and Oceania,328571736,4/16/2017
Middle East and North Africa,287078177,10-04-2013
Europe,371666467,9/16/2011
Central America and the Caribbean,691760432,11/30/2014
Europe,977096402,5/30/2012
Middle East and North Africa,127723205,11/24/2013
Europe,264002168,6/22/2014
Middle East and North Africa,876607120,4/30/2014
Asia,176524388,11/25/2014
Europe,945052802,6/14/2014
Asia,183803689,8/17/2012
Central America and the Caribbean,364700877,01-09-2014
Europe,879980695,3/22/2016
Asia,292191970,9/25/2014
Europe,384196031,03-11-2013
Europe,309166705,11/23/2012
Sub-Saharan Africa,640590322,10/29/2015
Australia and Oceania,222265708,1/20/2014
Asia,218304193,6/26/2015
Sub-Saharan Africa,963129603,5/23/2010
Central America and the Caribbean,611478269,11/18/2012
Middle East and North Africa,988399016,08-02-2011
Europe,839253175,02-04-2011
Europe,779714572,7/15/2013
Europe,145769536,06-01-2014
Europe,143716895,3/19/2014
Sub-Saharan Africa,700167977,6/28/2014
Sub-Saharan Africa,912046611,10/15/2013
Europe,396589124,01-12-2012
Sub-Saharan Africa,641344344,10/24/2013
Sub-Saharan Africa,954173600,5/27/2017
Sub-Saharan Africa,713250720,08-09-2010
Australia and Oceania,717062032,08-09-2012
Sub-Saharan Africa,934406363,2/18/2017
Central America and the Caribbean,954395043,7/30/2011
Europe,436451900,9/21/2010
Sub-Saharan Africa,460313260,4/26/2015
Sub-Saharan Africa,376027953,12-01-2015
Sub-Saharan Africa,953957307,6/20/2011
Central America and the Caribbean,334775149,08-07-2013
Australia and Oceania,779467809,03-07-2012
Europe,119334113,11/24/2016
Europe,305985391,3/31/2016
Asia,661345469,11-01-2010
Asia,127650678,3/27/2017
Sub-Saharan Africa,417449843,02-07-2012
Europe,163604295,3/22/2010
Asia,769287860,11/19/2016
Central America and the Caribbean,557986867,1/25/2015
Central America and the Caribbean,623500144,7/28/2015
Sub-Saharan Africa,779939019,4/13/2015
Middle East and North Africa,911727321,10-09-2015
Sub-Saharan Africa,523601377,2/22/2012
Asia,990610015,9/28/2011
Asia,608114564,9/25/2015
Central America and the Caribbean,441788852,09-01-2014
Asia,277619206,6/25/2015
North America,871904456,12-09-2014
Sub-Saharan Africa,801255929,08-10-2010
Sub-Saharan Africa,512597453,08-06-2012
Australia and Oceania,973165357,12/20/2016
Central America and the Caribbean,520508468,11/24/2016
Asia,712488114,07-03-2014
Middle East and North Africa,477278125,6/13/2016
Sub-Saharan Africa,163364827,8/20/2015
Europe,189547049,12-06-2016
Central America and the Caribbean,594936120,08-02-2011
Europe,588955867,7/13/2010
Sub-Saharan Africa,801342618,10/16/2010
Sub-Saharan Africa,132145202,3/19/2014
Sub-Saharan Africa,701724946,03-04-2016
Europe,200755679,9/23/2016
Sub-Saharan Africa,440223729,01-11-2017
Sub-Saharan Africa,601427924,10-07-2015
Sub-Saharan Africa,385979592,06-07-2012
Sub-Saharan Africa,465802562,07-02-2011
Sub-Saharan Africa,233133161,10/25/2010
Sub-Saharan Africa,950520217,4/30/2013
Asia,800825059,12/17/2014
Middle East and North Africa,737221515,2/25/2017
Middle East and North Africa,433195912,4/22/2014
Europe,532547080,07-05-2013
Middle East and North Africa,399386346,05-11-2015
Sub-Saharan Africa,368137538,7/29/2017
Sub-Saharan Africa,393536984,5/26/2011
Asia,500633513,11/23/2015
Europe,334788453,12-07-2012
Australia and Oceania,511675631,1/29/2012
Sub-Saharan Africa,367281377,09-08-2016
Asia,207904517,12-12-2011
Europe,860156381,06-08-2014
Middle East and North Africa,520960795,04-04-2015
Europe,607554090,05-03-2014
Sub-Saharan Africa,807485091,04-06-2016
Middle East and North Africa,428615128,9/28/2011
Australia and Oceania,649118030,2/22/2011
Middle East and North Africa,467480123,02-02-2011
Central America and the Caribbean,752500236,01-03-2013
Europe,193289697,08-05-2011
Europe,249272334,03-10-2014
Sub-Saharan Africa,200184476,12/21/2013
Australia and Oceania,296074950,07-03-2016
Europe,407305085,06-12-2013
Europe,474548709,2/20/2016
Asia,958792150,08-02-2014
Europe,591334235,12-01-2010
Central America and the Caribbean,423786294,05-01-2016
Sub-Saharan Africa,678072154,2/27/2016
Australia and Oceania,296428143,02-08-2012
Asia,991403090,11-01-2010
Europe,495858323,04-08-2012
Europe,212967669,9/14/2013
Central America and the Caribbean,266217458,09-07-2013
Sub-Saharan Africa,849406516,4/20/2015
Europe,876646173,06-07-2015
Central America and the Caribbean,232360255,8/29/2015
Europe,221285092,10/18/2010
Europe,418469512,4/29/2016
Central America and the Caribbean,919274842,2/18/2010
Central America and the Caribbean,989374911,6/26/2013
Asia,414756047,6/15/2010
Sub-Saharan Africa,851717078,10/22/2012
Sub-Saharan Africa,876869332,10/29/2010
Sub-Saharan Africa,937136638,05-05-2014
North America,199755322,11-01-2011
Asia,602274215,1/19/2012
Australia and Oceania,102554643,7/18/2016
Sub-Saharan Africa,328770434,04-06-2017
Europe,729407918,5/23/2014
Sub-Saharan Africa,823265922,12-10-2012
Australia and Oceania,649455773,9/27/2011
Asia,317401301,2/17/2014
Europe,456838834,4/17/2017
Europe,867817199,1/29/2015
Australia and Oceania,970697724,9/18/2010
Central America and the Caribbean,256154239,10/30/2011
Europe,535173070,2/21/2012
Middle East and North Africa,989053046,8/18/2017
Europe,419405496,10/17/2012
Middle East and North Africa,398154246,3/28/2017
Asia,317535626,7/13/2013
Sub-Saharan Africa,540098464,05-02-2012
Sub-Saharan Africa,148704087,2/21/2017
Asia,996526324,04-01-2014
Sub-Saharan Africa,957051503,3/15/2013
Asia,674078452,07-07-2013
Middle East and North Africa,411718499,8/25/2015
Sub-Saharan Africa,504395473,08-06-2017
Asia,906845700,4/30/2010
Asia,744118010,1/15/2013
Europe,561573731,03-10-2015
Europe,974886691,03-04-2011
Asia,420043218,12-08-2011
Sub-Saharan Africa,103342139,02-04-2010
Sub-Saharan Africa,851394784,10/17/2014
Sub-Saharan Africa,861124980,04-12-2017
Europe,649769055,03-10-2017
Sub-Saharan Africa,804875838,09-10-2011
Central America and the Caribbean,634306657,1/22/2014
Asia,416235339,3/26/2012
Central America and the Caribbean,949148213,2/13/2010
Europe,401844108,11/14/2016
Middle East and North Africa,163434350,01-08-2012
Sub-Saharan Africa,793342769,6/30/2010
Sub-Saharan Africa,671305692,1/14/2013
Middle East and North Africa,947371947,8/25/2017
Middle East and North Africa,591902863,11-01-2015
Middle East and North Africa,445572268,07-07-2011
Europe,969366490,5/28/2017
Europe,894584357,1/20/2013
Sub-Saharan Africa,372837197,12/18/2016
Sub-Saharan Africa,526048839,6/17/2014
Sub-Saharan Africa,296455609,02-05-2015
Europe,496606338,02-12-2010
Sub-Saharan Africa,659362351,9/22/2014
Australia and Oceania,387897479,1/29/2011
Sub-Saharan Africa,705698049,11-09-2012
Sub-Saharan Africa,906562888,08-01-2015
Australia and Oceania,804603326,12/31/2015
Asia,284243190,10/26/2015
Europe,650218808,7/28/2017
Sub-Saharan Africa,577579009,10-01-2013
Middle East and North Africa,161685121,8/29/2012
Sub-Saharan Africa,468210971,11-07-2012
Asia,383142888,7/20/2013
Asia,662779700,3/26/2011
Sub-Saharan Africa,783732736,6/18/2011
Asia,292925822,6/30/2016
Middle East and North Africa,157595288,12/20/2014
Sub-Saharan Africa,515289962,03-10-2015
Australia and Oceania,223871171,7/28/2011
Central America and the Caribbean,911512744,1/21/2011
Europe,226701009,9/13/2013
Europe,388234794,1/29/2017
Europe,535225427,06-09-2012
Sub-Saharan Africa,777096736,9/17/2010
Sub-Saharan Africa,843585050,07-01-2016
Middle East and North Africa,534739196,6/30/2016
Europe,170920503,5/18/2013
Australia and Oceania,142802798,1/19/2015
Asia,461372411,3/28/2015
Sub-Saharan Africa,307928168,05-02-2012
Middle East and North Africa,284081399,7/25/2013
Central America and the Caribbean,161755931,09-04-2015
Europe,233188092,8/29/2016
North America,860926711,10-03-2011
Europe,227833116,4/21/2012
Asia,187081134,11/24/2011
Europe,412157094,8/25/2012
Sub-Saharan Africa,646859824,12-06-2013
Europe,255300652,6/27/2016
Sub-Saharan Africa,471903407,6/17/2010
Europe,351404416,5/20/2017
Asia,818852508,9/28/2010
Central America and the Caribbean,619609010,04-11-2010
Asia,369347751,10/25/2010
Central America and the Caribbean,304055058,03-03-2015
Central America and the Caribbean,730029761,5/13/2016
Europe,673883187,9/13/2015
Europe,132539165,2/20/2012
Sub-Saharan Africa,523234021,11/18/2012
Australia and Oceania,633516585,02-08-2015
Asia,671248185,12-05-2016
Europe,914602649,9/26/2013
Australia and Oceania,362066304,04-12-2017
Europe,782437980,9/16/2013
Middle East and North Africa,864829003,12/30/2012
Asia,268663203,12-03-2014
Sub-Saharan Africa,973676908,07-08-2012
Europe,529918944,8/18/2011
Asia,607750642,1/24/2011
Asia,247845828,01-05-2015
Central America and the Caribbean,811190831,3/16/2013
Europe,129084479,08-10-2015
Middle East and North Africa,153138101,4/20/2010
Sub-Saharan Africa,205275523,4/25/2013
Sub-Saharan Africa,127733075,12-06-2010
Sub-Saharan Africa,733059585,5/21/2017
Sub-Saharan Africa,654116380,08-06-2017
Europe,394077289,7/28/2016
Sub-Saharan Africa,976428639,06-10-2012
Asia,794969260,04-10-2016
Central America and the Caribbean,563810479,02-11-2017
Sub-Saharan Africa,167376124,07-12-2016
Middle East and North Africa,910402524,05-01-2017
Europe,567938506,08-02-2011
Sub-Saharan Africa,135345399,9/28/2015
Sub-Saharan Africa,678297030,8/20/2012
Asia,182779729,12-02-2016
Europe,305092322,3/16/2010
Sub-Saharan Africa,521846139,07-04-2012
Middle East and North Africa,379965007,8/20/2011
Australia and Oceania,846685254,12-09-2010
Europe,259555709,4/21/2011
Australia and Oceania,176437699,9/19/2014
Europe,425505053,09-11-2012
Europe,455244100,06-03-2013
Sub-Saharan Africa,684453666,03-12-2014
Sub-Saharan Africa,252245080,09-11-2013
Central America and the Caribbean,168042171,06-01-2015
Europe,161581265,04-02-2016
Australia and Oceania,932911193,8/13/2010
Sub-Saharan Africa,102393281,6/16/2016
Europe,760701358,04-03-2011
Sub-Saharan Africa,218821752,4/23/2011
Europe,358053290,03-01-2015
Australia and Oceania,880007302,10-01-2014
Asia,656607615,8/31/2014
Australia and Oceania,880090558,10-07-2012
Europe,113004958,9/22/2011
Middle East and North Africa,138212144,6/14/2015
Asia,108885943,7/13/2017
Asia,598512685,07-05-2012
Central America and the Caribbean,450891196,11/26/2014
Central America and the Caribbean,830132806,4/22/2010
Sub-Saharan Africa,270661342,06-12-2011
Sub-Saharan Africa,527213132,04-11-2017
Asia,724837005,06-05-2016
Sub-Saharan Africa,508894288,6/29/2013
Sub-Saharan Africa,495058810,11/15/2010
Middle East and North Africa,919316899,5/18/2011
Europe,287967383,6/22/2015
Australia and Oceania,327621591,01-08-2017
Middle East and North Africa,135203349,12/25/2014
Australia and Oceania,227948987,7/24/2016
Asia,293407332,05-12-2011
Central America and the Caribbean,539439713,8/23/2012
Central America and the Caribbean,344219958,8/26/2015
Europe,506234395,04-11-2017
Europe,994281852,12/17/2010
Middle East and North Africa,497473657,5/21/2014
Europe,475233638,03-11-2012
Australia and Oceania,207298123,7/21/2012
Sub-Saharan Africa,843715941,08-06-2013
Asia,454848420,06-02-2014
Australia and Oceania,781369388,05-09-2011
Australia and Oceania,484265172,12/25/2016
Central America and the Caribbean,994834601,12/31/2010
Central America and the Caribbean,664689004,10-05-2011
Sub-Saharan Africa,615752208,06-09-2012
Sub-Saharan Africa,690260541,9/30/2014
Europe,800762832,8/19/2017
Middle East and North Africa,480120408,06-12-2013
Asia,231507098,11/28/2014
Asia,178409230,7/30/2012
Europe,514625632,07-09-2017
Europe,154267632,1/27/2011
Europe,781759059,3/22/2010
Asia,101836240,05-12-2017
Asia,389548003,7/19/2017
Europe,840255677,07-09-2011
Asia,719633090,12/19/2012
Middle East and North Africa,713666570,5/29/2013
Sub-Saharan Africa,678654944,01-09-2017
Sub-Saharan Africa,991209542,02-07-2014
Europe,298254191,10-03-2014
Sub-Saharan Africa,467025220,11/22/2014
Asia,735071456,5/29/2015
Asia,860254228,7/26/2010
Middle East and North Africa,670747363,01-10-2015
Europe,515037190,09-11-2013
Europe,811922538,9/21/2011
Europe,700514733,05-11-2015
Europe,290237605,12/17/2012
Middle East and North Africa,210827481,7/23/2016
Sub-Saharan Africa,262333190,12/30/2012
Asia,765116059,07-07-2012
Sub-Saharan Africa,309849917,06-11-2015
Sub-Saharan Africa,707521092,5/15/2015
Asia,239428412,10/31/2010
Sub-Saharan Africa,407183206,6/25/2016
Central America and the Caribbean,982709300,3/17/2014
North America,458243024,11-10-2016
Europe,996333205,04-01-2012
Asia,779841172,7/30/2011
Middle East and North Africa,761940753,2/22/2016
Sub-Saharan Africa,616118276,10-12-2012
Europe,986172568,4/13/2016
Sub-Saharan Africa,336214959,02-10-2012
Asia,800669276,11-04-2012
Middle East and North Africa,534271848,2/24/2010
Middle East and North Africa,462071502,12/14/2014
Australia and Oceania,229429566,04-04-2017
Europe,452019870,05-06-2011
Sub-Saharan Africa,465828740,7/29/2015
Europe,577155005,12/30/2014
Central America and the Caribbean,712609994,4/29/2011
Asia,869117534,10/22/2010
Europe,663913953,3/21/2013
Europe,684548079,9/26/2015
Middle East and North Africa,238881242,05-04-2016
Asia,505087268,7/18/2010
Australia and Oceania,481652486,02-10-2010
Europe,137375724,05-03-2016
Middle East and North Africa,861368310,05-01-2016
Sub-Saharan Africa,513054072,08-02-2017
Asia,172169339,2/19/2013
Middle East and North Africa,988762938,02-11-2016
Asia,133196198,9/30/2010
Australia and Oceania,246142947,10/25/2015
Europe,888589513,9/30/2013
Sub-Saharan Africa,791834723,07-08-2014
Asia,107489907,10-09-2013
Sub-Saharan Africa,857478892,04-04-2012
Australia and Oceania,184038007,7/17/2011
Sub-Saharan Africa,699716079,9/21/2010
Central America and the Caribbean,137374436,06-02-2017
